protein,degree,clustering_coefficient,drug_target
NFKBID,6,1.0,0
SESN3,7,0.5714285714285714,0
TSNAX,2,1.0,0
ISOC2,1,0.0,0
ISOC1,1,0.0,0
ESCO1,7,0.5714285714285714,0
KAT6A,6,0.8,0
GLYATL1,16,0.19166666666666668,1
RGS9BP,2,1.0,0
NAA80,6,0.4,0
RHD,10,0.4666666666666667,1
RPL12,94,0.7995881949210707,0
RPS15A,117,0.6311523725316829,0
RPL37,65,0.9846153846153847,0
RPLP1,81,0.9320987654320988,0
RPS4X,126,0.5914920634920635,0
RPL10A,100,0.7743434343434343,0
RPS12,108,0.7244721356870889,0
TIGAR,18,0.8431372549019608,0
ACOT2,7,1.0,0
ACOT4,7,1.0,0
ACOT1,7,1.0,0
GID8,11,0.8181818181818182,0
GID4,10,0.8222222222222222,0
FUBP3,4,0.5,0
FUBP1,20,0.3631578947368421,1
KHSRP,48,0.30939716312056736,1
ZBTB22,2,1.0,0
FIS1,10,0.8444444444444444,0
MCU,10,0.5333333333333333,0
NPY1R,15,0.49523809523809526,1
QRFP,8,0.35714285714285715,0
APOBEC3D,2,1.0,0
APOBEC4,12,0.3787878787878788,0
APOBEC1,9,0.3333333333333333,1
APOBEC2,5,0.9,0
A1CF,10,0.5111111111111111,0
AICDA,3,0.6666666666666666,0
APOBEC3F,5,0.9,0
APOBEC3B,6,0.8666666666666667,0
APOBEC3A,8,0.6428571428571429,0
APOBEC3C,6,0.8666666666666667,0
PAPSS1,22,0.12121212121212122,1
APOBEC3H,6,0.8666666666666667,0
DNAJC9,23,0.9762845849802372,0
GAR1,39,0.45209176788124156,0
TEP1,34,0.34759358288770054,0
NVL,16,1.0,0
WRAP53,35,0.4,0
NHP2,86,0.3337893296853625,0
NOP10,27,0.5470085470085471,0
DKC1,62,0.3585404547858276,0
NACA2,1,0.0,0
TTN,78,0.17615717615717616,0
LRP1B,2,1.0,0
MUC17,15,1.0,0
MUC3A,15,1.0,0
MUC21,15,1.0,0
MUC19,15,1.0,0
MUC6,17,0.7867647058823529,0
MUC5AC,22,0.5064935064935064,0
MUC12,15,1.0,0
MUC20,15,1.0,0
MUC15,15,1.0,0
MUC2,18,0.7320261437908496,0
MUC13,15,1.0,0
OBSCN,9,0.5,0
TMED3,12,1.0,0
DIPK2A,12,1.0,0
TMED7,23,0.4980237154150198,0
SCYL1,14,0.7362637362637363,1
COPZ2,12,1.0,0
COPG2,12,1.0,0
COPZ1,15,0.6857142857142857,0
COPG1,12,1.0,0
COPA,13,0.8461538461538461,0
COPE,12,1.0,0
ARCN1,12,1.0,0
CLASRP,6,0.26666666666666666,0
PFN3,32,0.39919354838709675,0
PFN4,40,0.30128205128205127,0
MOCS2,21,0.1523809523809524,0
NLGN4X,21,0.5571428571428572,0
LHFPL4,2,1.0,0
BUB3,33,0.634469696969697,0
DYNLL2,2,1.0,0
INSYN1,1,0.0,0
IQSEC3,1,0.0,0
UBE2J1,11,0.9818181818181818,0
P4HA3,2,1.0,0
ERO1B,11,0.4727272727272727,1
IL24,15,0.8,0
SOCS5,8,1.0,0
PCDH15,17,0.5735294117647058,0
GJB3,1,0.0,0
PRDM2,2,1.0,0
KLF3,2,1.0,0
RREB1,4,1.0,0
ZEB1,20,0.49473684210526314,0
EHMT1,8,0.6785714285714286,0
ZNF516,7,0.8571428571428571,0
RBPJL,8,1.0,0
MECOM,6,0.9333333333333333,0
IKZF1,12,0.21212121212121213,0
CBX4,66,0.5044289044289044,0
ZNF366,1,0.0,0
WIZ,3,1.0,0
LCORL,1,0.0,0
HIC2,2,1.0,0
TGIF1,3,1.0,0
BCORL1,3,0.6666666666666666,0
FOXP2,1,0.0,0
ZEB2,10,0.4888888888888889,0
KLF8,2,1.0,0
LCOR,14,0.5824175824175825,0
CYTH2,19,0.16374269005847952,1
CYTH1,13,0.32051282051282054,0
TRIM23,2,1.0,0
CYTIP,5,0.3,0
ARL4D,1,0.0,0
ARL4A,1,0.0,0
INAVA,2,1.0,0
IPCEF1,3,0.6666666666666666,0
CNK3/IPCEF1,2,1.0,0
CCDC120,1,0.0,0
TRDMT1,12,0.2878787878787879,1
NSUN2,16,0.35,0
NSUN5,5,0.6,0
NSUN6,65,0.6423076923076924,0
NSUN7,6,0.6,0
NOP2,79,0.4943200259655956,0
NSUN4,48,0.7712765957446809,0
NSUN3,5,0.5,0
NAPSA,6,0.7333333333333333,0
CDX2,13,0.3076923076923077,0
PIP,5,0.3,0
NCEH1,2,1.0,0
CLEC14A,2,1.0,0
RNGTT,4,0.3333333333333333,0
EPHB6,15,0.638095238095238,1
HEY2,2,1.0,0
MGRN1,4,0.3333333333333333,0
DEFB103A,7,0.47619047619047616,0
DNAJB7,1,0.0,0
CAND1,1,0.0,0
TJAP1,1,0.0,0
EIF4A3,108,0.2564901349948079,0
MAGOH,59,0.4494447691408533,0
NCBP2,69,0.3670076726342711,0
NCBP1,85,0.2913165266106443,0
XRN1,21,0.42857142857142855,0
SMG8,12,0.9545454545454546,0
SMG9,12,0.9545454545454546,0
UPF2,19,0.7777777777777778,0
SMG1,17,0.8014705882352942,0
UPF3A,19,0.7777777777777778,0
S1PR5,10,0.35555555555555557,1
STAM2,39,0.5060728744939271,0
STAM,39,0.48313090418353577,0
TXNL1,2,1.0,0
PSPN,10,0.7333333333333333,0
ARTN,11,0.6909090909090909,0
GFRAL,4,0.6666666666666666,0
GFRA2,7,0.7619047619047619,0
GFRA3,8,0.9285714285714286,0
GFRA4,7,1.0,0
DOK5,2,1.0,0
CCDC6,9,0.3333333333333333,0
TRIM33,3,1.0,0
TPCN1,5,0.2,0
PDLIM7,3,0.3333333333333333,0
DOK6,2,1.0,0
CCNF,11,0.9272727272727272,0
RAVER1,1,0.0,0
KCTD9,2,1.0,0
ZNF451,5,0.8,0
SMC6,5,0.7,0
HTATIP2,31,0.6559139784946236,1
ROBO3,6,0.3333333333333333,0
LBP,9,0.5277777777777778,0
SARM1,6,1.0,0
GNL3L,75,0.5542342342342342,0
NAT10,100,0.4816161616161616,0
POT1,20,0.5263157894736842,0
TINF2,17,0.6764705882352942,0
ACD,16,0.7083333333333334,0
RTEL1,14,0.6483516483516484,0
MKRN1,1,0.0,0
H2BC11,60,0.5135593220338983,0
PIF1,5,0.3,0
CLPTM1L,1,0.0,0
NEU2,5,0.9,1
NEU3,5,0.9,0
MANBA,2,0.0,0
CLDN3,18,0.6339869281045751,0
MYO5B,2,1.0,0
B4E171_HUMAN,5,0.9,0
GUCA2A,5,0.8,0
GUCA2B,5,0.8,0
ADGRD1,10,0.5333333333333333,0
OSTN,2,1.0,0
RHOG,9,0.4722222222222222,0
DIRAS1,1,0.0,0
MCHR1,24,0.21739130434782608,1
AFTPH,16,1.0,0
NECAP2,23,0.691699604743083,0
SGIP1,22,0.7402597402597403,0
BAIAP2L2,16,1.0,0
CLTB,31,0.5161290322580645,0
AP2A2,19,0.8128654970760234,0
NCALD,17,0.8823529411764706,0
AP1S1,16,1.0,0
AP2A1,40,0.38076923076923075,0
SYNRG,16,1.0,0
PPFIA2,7,0.2857142857142857,0
CASKIN1,3,1.0,0
PATJ,3,0.6666666666666666,0
EPB41,23,0.3438735177865613,0
FRMD7,1,0.0,0
TWF2,16,0.5833333333333334,0
MPP1,17,0.4411764705882353,0
MYO3B,12,0.8484848484848485,0
ESPNL,12,0.8939393939393939,0
MYO3A,27,0.37037037037037035,1
WHRN,27,0.4045584045584046,0
EPS8,16,0.5666666666666667,0
ESPN,26,0.4153846153846154,0
MYO15A,27,0.3646723646723647,0
EPS8L2,12,0.8939393939393939,0
TBR1,8,0.35714285714285715,0
APBA2,6,0.3333333333333333,0
SETD1A,7,1.0,0
SETD1B,21,0.6523809523809524,0
RBBP5,26,0.5323076923076923,0
ASH2L,25,0.5833333333333334,0
MARCKS,13,0.2948717948717949,0
RIPK4,3,0.0,1
ETV5,3,0.3333333333333333,0
ETV4,3,0.3333333333333333,0
UBA2,2,1.0,0
SAE1,2,1.0,0
UBA6,6,0.8,0
UBA5,4,1.0,0
UBA7,4,1.0,0
NAE1,4,0.5,0
PEX19,4,0.5,0
RTKN,7,0.5238095238095238,0
RCN2,2,1.0,0
CBX6,35,0.8134453781512605,0
KIF13B,2,0.0,0
WNT8A,26,0.6553846153846153,0
SFRP1,43,0.6035437430786268,0
WNT5B,24,0.6123188405797102,0
WNT1,42,0.5156794425087108,0
FZD10,27,0.5128205128205128,0
WNT11,28,0.6243386243386243,0
FZD3,27,0.5128205128205128,0
FZD9,27,0.5128205128205128,0
FZD1,36,0.6349206349206349,0
FZD6,27,0.5270655270655271,0
FZD8,34,0.6114081996434938,0
FZD2,34,0.6149732620320856,0
FZD5,33,0.5587121212121212,0
FZD7,30,0.6068965517241379,0
WNT5A,35,0.6571428571428571,0
FZD4,28,0.5317460317460317,0
RYK,25,0.6833333333333333,0
DKK4,27,0.6353276353276354,0
DKK3,11,0.8363636363636363,0
WNT9B,21,0.6095238095238096,0
DKK2,31,0.6129032258064516,0
WNT10A,18,0.47058823529411764,0
WNT9A,25,0.64,0
WNT10B,26,0.7015384615384616,0
WNT2B,23,0.6126482213438735,0
WNT16,28,0.7116402116402116,0
WNT6,22,0.5930735930735931,0
WNT3,27,0.6410256410256411,0
WIF1,30,0.5517241379310345,0
WNT2,25,0.6833333333333333,0
WNT7A,24,0.6413043478260869,0
WNT8B,26,0.6246153846153846,0
WNT7B,25,0.6733333333333333,0
CITED4,3,0.6666666666666666,0
CIT,11,0.5272727272727272,1
ANLN,39,0.7692307692307693,0
TGM1,16,0.4666666666666667,0
LCE3D,10,0.7555555555555555,0
CASP14,7,0.9523809523809523,0
SPRR2B,12,0.6666666666666666,0
TGM5,2,1.0,0
DSG1,27,0.36752136752136755,0
CDSN,28,0.2751322751322751,0
FLG2,17,0.4338235294117647,0
LOR,30,0.31724137931034485,0
SPRR1B,18,0.32679738562091504,0
IVL,26,0.37846153846153846,0
KLK7,7,0.8095238095238095,0
DSC1,15,0.6857142857142857,0
PSORS1C2,2,1.0,0
CCHCR1,4,0.3333333333333333,0
PSORS1C1,2,1.0,0
KLK6,5,0.3,0
LCE2B,10,0.7111111111111111,0
SPRR2G,9,0.7777777777777778,0
LCE1D,7,0.8571428571428571,0
LCE3E,6,1.0,0
LCE3C,7,0.6190476190476191,0
TGM3,6,1.0,0
IL17D,16,0.43333333333333335,0
TMSB10,2,0.0,0
S100A16,6,0.26666666666666666,1
SPRR3,9,0.3611111111111111,0
TCHH,9,0.3611111111111111,0
SPRR1A,5,0.6,0
CACYBP,9,0.8055555555555556,0
ANXA11,2,0.0,0
ITIH3,7,0.7142857142857143,1
ACKR4,12,0.8484848484848485,0
SIGLEC1,7,0.6190476190476191,0
LONP1,17,0.40441176470588236,0
HSPE1,35,0.3949579831932773,0
YME1L1,15,0.3619047619047619,0
CLPX,14,0.4065934065934066,1
CLPB,30,0.4367816091954023,0
SPX,2,1.0,0
HTRA1,4,0.5,0
AFG3L2,17,0.3382352941176471,0
TBX22,3,1.0,0
SLC31A2,5,1.0,0
SLC31A1,5,1.0,0
COMMD1,8,0.35714285714285715,0
COX11,16,0.575,0
PDE8A,17,0.39705882352941174,1
SCD5,4,1.0,0
GYPC,8,0.25,0
NECTIN1,14,0.4065934065934066,0
ATAD1,11,0.09090909090909091,0
MFSD2A,1,0.0,0
SNAI2,12,0.7727272727272727,0
TWIST2,10,0.37777777777777777,0
TCF3,4,1.0,0
TCF12,8,0.35714285714285715,0
ABCD2,4,1.0,0
GRHL3,3,0.0,0
ZNF750,1,0.0,0
IRF6,2,0.0,0
NOP58,100,0.503030303030303,0
PIH1D2,5,1.0,0
PIH1D1,11,0.7090909090909091,0
ACTR6,13,0.8846153846153846,0
INO80B,25,0.7733333333333333,0
ACTR8,23,0.8300395256916996,0
CFDP1,12,0.9393939393939394,0
YEATS4,26,0.7784615384615384,0
VPS72,24,0.8260869565217391,0
EP400,36,0.6523809523809524,0
ZNHIT1,14,0.8461538461538461,0
SRCAP,22,0.7748917748917749,0
ING3,34,0.6809269162210339,0
BRD8,32,0.7419354838709677,0
INO80C-2,6,1.0,0
MCRS1,29,0.7684729064039408,0
TFPT,19,1.0,0
NFRKB,20,0.9736842105263158,0
INO80E,20,0.9,0
INO80C,23,0.8537549407114624,0
ACTR5,22,0.8701298701298701,0
MBTD1,22,0.9307359307359307,0
EPC1,21,0.9666666666666667,0
MEAF6,21,0.9666666666666667,0
MORF4L2,20,0.9894736842105263,0
EPC2,20,0.9894736842105263,0
MRGBP,22,0.9047619047619048,0
TMOD4,15,0.5333333333333333,0
ACTN3,26,0.6738461538461539,0
MYH3,44,0.5687103594080338,0
MYBPC1,8,0.7857142857142857,0
MYBPC2,21,0.6857142857142857,0
TCAP,32,0.375,0
MYL4,37,0.5735735735735735,0
MYPN,13,0.358974358974359,0
ANKRD2,5,0.9,0
ANKRD23,2,1.0,0
NEBL,4,0.5,0
ANKRD1,6,0.4,0
CMYA5,3,0.6666666666666666,0
NOX3,16,0.7666666666666667,0
SH3PXD2B,9,0.3333333333333333,0
NOXA1,18,0.6862745098039216,0
ADAM15,2,1.0,0
KHDRBS2,3,0.3333333333333333,0
RBM28,63,0.7163338453661034,0
RRP1,52,0.7828054298642534,0
WDR74,75,0.6054054054054054,0
RPF1,42,0.8664343786295006,0
GRWD1,57,0.7556390977443609,0
NOC3L,50,0.8734693877551021,0
RRS1,77,0.6049213943950786,0
BOP1,107,0.48227825780285666,0
DDX56,60,0.7231638418079096,0
SDAD1,48,0.9148936170212766,0
NIP7,111,0.48173628173628175,0
MAK16,65,0.6403846153846153,0
NOP56,94,0.554335392358728,0
RSL1D1,100,0.5341414141414141,0
DDX18,66,0.6937062937062937,0
EBNA1BP2,100,0.4896969696969697,0
PUM3,48,0.9210992907801419,0
RRP12,83,0.5312959153687923,0
CEBPZ,65,0.7038461538461539,0
BMS1,102,0.5259172976121141,0
DDX27,47,0.8371877890841813,0
NIFK,77,0.5632262474367737,0
DDX55,33,0.9640151515151515,0
EIF6,77,0.6555023923444976,1
ADAMTS1,1,0.0,0
AMOTL2,12,0.5757575757575758,0
TEAD1,13,0.5,0
LYRM7,5,0.4,0
TTC19,2,1.0,0
MTG1,48,0.7792553191489362,0
UQCC1,4,0.6666666666666666,0
TIPIN,44,0.5835095137420718,0
CLSPN,46,0.5227053140096618,0
DBF4,17,0.7941176470588235,0
DTL,56,0.39545454545454545,0
WEE2,7,0.7142857142857143,0
EMP1,2,1.0,0
GALNT3,4,1.0,0
PTH2,8,1.0,0
PTH2R,9,0.7777777777777778,1
RNASET2,1,0.0,0
RNH1,1,0.0,0
MAPRE1,18,0.5620915032679739,0
AURKC,20,0.6052631578947368,1
NCAPH,46,0.8859903381642512,0
RCC2,7,0.9523809523809523,0
SPC24,16,0.9916666666666667,0
CELA2A,6,0.8,0
CTRL,15,0.42857142857142855,0
CELA3B,9,0.5555555555555556,0
CPN1,7,0.2857142857142857,1
CPN2,2,1.0,1
SERPINI2,1,0.0,0
MYLK4,21,0.3523809523809524,1
MARCKSL1,3,1.0,0
MYLK3,23,0.32806324110671936,1
MYLK2,26,0.31076923076923074,1
MYLK,42,0.2613240418118467,1
NCK2,31,0.26666666666666666,0
RANBP9,12,0.6666666666666666,0
RMND5B,10,0.9777777777777777,0
YPEL5,9,1.0,0
MAEA,12,0.6666666666666666,1
ARMC8,10,0.9777777777777777,0
WDR26,11,0.8,0
RANBP10,10,0.9777777777777777,0
RMND5A,10,0.9777777777777777,0
MKLN1,13,0.6025641025641025,0
GNL1,4,0.6666666666666666,0
BPNT1,4,0.6666666666666666,0
CCDC116,2,1.0,0
SULT1C3,7,0.23809523809523808,0
SULT1C4,16,0.05,1
SULT1B1,7,0.23809523809523808,0
GSPT2,3,1.0,0
GSPT1,5,0.4,0
HBS1L,2,1.0,0
SLC26A2,2,1.0,0
HSPB6,11,0.5818181818181818,0
HSPB8,32,0.6754032258064516,0
HSPA1A,29,0.5812807881773399,0
CRYGC,2,1.0,0
CRYBB2,2,1.0,0
HSPH1,34,0.5187165775401069,0
HSPBAP1,1,0.0,0
CRYAB,11,0.509090909090909,0
GSDME,3,1.0,0
HMGB2,1,0.0,0
NRN1,2,1.0,0
UBE2N,35,0.5596638655462185,0
TOX3,3,0.6666666666666666,0
LSP1,12,0.19696969696969696,0
MAP4K2,8,0.25,1
MAP4K3,5,0.1,1
MAPK8IP3,14,0.5934065934065934,0
DCAF7,39,0.4844804318488529,0
CD160,16,0.525,0
CCL18,10,0.6888888888888889,0
C1RL,1,0.0,0
LEAP2,1,0.0,0
MBOAT4,4,1.0,0
NOTCH2,18,0.5228758169934641,0
APH1B,11,0.8545454545454545,1
PSENEN,20,0.4105263157894737,1
NOTCH4,16,0.6,0
NCSTN,21,0.38571428571428573,1
GSAP,5,1.0,0
RHBDL2,4,1.0,0
PLEKHA1,5,0.4,1
PLEKHA2,3,0.3333333333333333,0
PTPN13,4,0.3333333333333333,0
FSTL3,2,0.0,0
MYF6,5,0.9,0
PAX7,6,0.6666666666666666,0
MYOG,7,0.6190476190476191,0
MYF5,5,0.7,0
FBXO32,8,0.6428571428571429,0
WFIKKN2,3,0.6666666666666666,0
WFIKKN1,3,0.6666666666666666,0
FNDC5,1,0.0,0
ITGAE,12,0.6212121212121212,0
PARVG,14,0.978021978021978,0
PARVB,21,0.8666666666666667,0
ITGA7,39,0.5452091767881242,0
LAMB3,27,0.9116809116809117,0
PARD3,27,0.2792022792022792,0
PKP4,12,0.6666666666666666,0
JUP,46,0.22608695652173913,1
PTPRB,7,0.5238095238095238,0
EMCN,5,0.9,0
TAGLN,20,0.30526315789473685,1
KRIT1,9,0.4166666666666667,0
LGALS13,2,1.0,0
CENPJ,33,0.2765151515151515,0
EML2,2,1.0,0
WDR83OS,3,0.6666666666666666,0
RAB7A,11,0.8,0
KATNB1,4,0.5,0
PANK3,7,0.9047619047619048,0
PANK4,2,1.0,0
IL22RA1,32,0.5846774193548387,0
IL20RA,14,0.8571428571428571,0
IL27,9,0.6666666666666666,0
PAEP,12,0.2727272727272727,1
CDC14A,12,0.5303030303030303,0
BRSK2,3,1.0,0
USP44,2,1.0,0
CDR2,2,0.0,0
ANGPTL1,2,1.0,0
VPS51,2,1.0,0
ANGPTL2,2,1.0,0
ZNF207,3,1.0,0
NEIL3,8,0.6428571428571429,0
TDG,15,0.4095238095238095,0
CHD6,1,0.0,0
GPR62,1,0.0,0
GPR61,1,0.0,0
TRIM13,1,0.0,0
RER1,1,0.0,0
KLRC1,31,0.46236559139784944,0
CMTM6,1,0.0,0
SPDL1,2,1.0,0
TRAPPC6A,18,0.8888888888888888,0
ENSP00000485615,12,0.9848484848484849,0
RAB1A,25,0.44333333333333336,0
TRAPPC6B,21,0.7238095238095238,0
TRAPPC13,16,0.9166666666666666,0
TRAPPC3L,18,0.8758169934640523,0
TRAPPC11,17,0.9044117647058824,0
TRAPPC2B,16,0.925,0
TRAPPC12,18,0.8888888888888888,0
TRAPPC10,19,0.7777777777777778,0
TRAPPC9,20,0.7736842105263158,0
TRAPPC2L,20,0.8052631578947368,0
TRAPPC8,21,0.7571428571428571,0
TRAPPC2,20,0.7368421052631579,0
TRAPPC1,25,0.57,0
TRAPPC5,24,0.6159420289855072,0
TRAPPC3,36,0.36507936507936506,1
TBC1D14,11,0.6909090909090909,0
SEC23B,7,1.0,0
RAB43,4,1.0,0
MAP11,14,0.9010989010989011,0
KANK4,3,1.0,0
BCL2L14,7,0.9523809523809523,0
SET,9,0.4722222222222222,0
ANP32A,10,0.35555555555555557,0
PRUNE1,2,1.0,0
ITGB1BP1,7,0.3333333333333333,0
HNF4G,3,0.3333333333333333,1
USP28,5,0.7,0
ASF1A,13,0.5641025641025641,0
ASF1B,16,0.4583333333333333,0
BARD1,66,0.4470862470862471,0
PPM1D,7,0.8571428571428571,0
ATMIN,2,1.0,0
SNX2,12,0.2727272727272727,0
SNX1,5,0.4,0
BBS1,13,0.5512820512820513,0
LEPROTL1,1,0.0,0
LEPROT,1,0.0,0
HIPK2,22,0.22510822510822512,1
PPP1R13L,3,1.0,0
APPBP2,1,0.0,0
TNFRSF21,11,0.5636363636363636,0
APBB2,6,0.6666666666666666,0
ITM2B,2,1.0,0
CNTN4,5,0.5,0
APBA3,1,0.0,0
APBB3,3,0.3333333333333333,0
SPON1,4,0.6666666666666666,0
RTCB,14,0.16483516483516483,1
RTCA,50,0.8914285714285715,1
FBL,90,0.4272159800249688,0
AATF,48,0.9352836879432624,0
DNTTIP2,46,0.9797101449275363,0
NOL10,47,0.9759481961147086,0
LTV1,103,0.4372739387016943,0
DPH5,1,0.0,0
BCL2L13,3,0.3333333333333333,0
SP100,30,0.542528735632184,0
LRG1,3,0.0,1
EID1,2,1.0,0
SMIM24,2,1.0,0
ACOXL,3,1.0,0
ENSP00000493273,2,1.0,0
ETFRF1,3,1.0,0
ETFBKMT,1,0.0,0
TNN,5,0.8,0
TNR,7,0.42857142857142855,0
BMP3,4,1.0,0
SYNJ2BP,1,0.0,0
GDF3,6,0.9333333333333333,0
GDF6,9,0.6111111111111112,0
GDF10,1,0.0,0
GDF7,10,0.6666666666666666,0
PDE8B,17,0.3382352941176471,1
SPEF2,1,0.0,0
ARHGDIG,7,0.6666666666666666,0
RHPN2,2,1.0,0
ECT2,44,0.7568710359408034,0
ARHGEF18,3,1.0,0
MYO9B,2,1.0,0
ARHGAP5,3,1.0,0
NET1,2,1.0,0
RIPOR1,5,0.6,0
DAAM1,7,0.5714285714285714,0
ARHGAP35,8,0.5,0
ARHGEF3,2,1.0,0
PTGR2,1,0.0,1
BBS9,9,1.0,0
BBS5,9,1.0,0
TTC8,15,0.4857142857142857,0
BBIP1,9,1.0,0
BBS4,9,1.0,0
BBS7,10,0.8888888888888888,0
BBS2,10,0.8888888888888888,0
TULP3,1,0.0,0
MCHR2,2,1.0,0
CFAP74,1,0.0,0
HLA-DPB1,23,0.7747035573122529,0
HLA-DQA2,23,0.7549407114624506,0
HLA-DQA1,31,0.4881720430107527,0
PTCRA,1,0.0,0
HLA-DOA,24,0.7717391304347826,0
HLA-DOB,23,0.7549407114624506,0
HLA-DMB,23,0.7984189723320159,0
FBXO22,4,1.0,0
USP11,2,1.0,0
HIVEP2,1,0.0,0
KCNIP3,7,0.2857142857142857,0
KCTD5,1,0.0,0
IRX1,2,1.0,0
SMYD1,3,0.6666666666666666,0
KCNIP4,9,0.5277777777777778,0
KCNIP2,11,0.45454545454545453,0
KCNIP1,9,0.5277777777777778,0
IRX5,2,1.0,0
MLNR,3,1.0,1
IFIT3,29,0.7241379310344828,0
TFCP2L1,2,0.0,0
GADD45GIP1,1,0.0,0
PRG3,1,0.0,0
CCL24,24,0.967391304347826,0
SOX4,6,0.4,0
SIGLEC8,1,0.0,0
UNC119,7,0.47619047619047616,0
RORC,33,0.3503787878787879,0
RORB,16,0.6916666666666667,1
BHLHE41,18,0.7777777777777778,0
PER3,18,0.8104575163398693,0
NFYB,2,1.0,0
ZZZ3,32,1.0,0
MBIP,33,0.9393939393939394,0
YEATS2,32,1.0,0
KAT14,32,1.0,0
TAF6L,32,1.0,0
SUPT7L,32,1.0,0
TAF5L,32,1.0,0
TADA1,32,1.0,0
TADA2B,32,1.0,0
USP22,32,1.0,0
NISCH,5,0.6,1
RANGAP1,32,0.3588709677419355,0
NFYC,5,0.2,0
M0R3G1_HUMAN,1,0.0,0
CSN1S1,3,1.0,0
MYH8,37,0.6876876876876877,0
PTPRE,3,0.3333333333333333,1
MAP4,3,0.0,1
STMN1,1,0.0,0
FAM13A,1,0.0,0
FEM1A,1,0.0,0
GINS1,27,0.8774928774928775,0
GINS3,25,0.9233333333333333,0
SLC25A1,5,0.2,0
DRG1,3,0.3333333333333333,0
LRR1,20,1.0,0
DNAJB6,16,0.6416666666666667,0
SUMO2,33,0.2935606060606061,0
NACC1,1,0.0,0
RFXANK,3,0.3333333333333333,0
BOK,6,1.0,0
BCL2L10,14,0.7692307692307693,0
BCL2L2,22,0.6277056277056277,0
DAD1,9,0.7777777777777778,0
IER3,1,0.0,0
TNKS,7,0.42857142857142855,0
TNKS2,6,0.3333333333333333,0
MR1,6,0.5333333333333333,1
SH2D1B,4,0.8333333333333334,0
AGBL3,2,1.0,0
LMLN,1,0.0,0
ENSP00000493607,3,1.0,0
CFHR2,5,0.7,0
CR1L,2,1.0,0
GPR83,3,1.0,0
NPY4R2,6,0.8,0
NPY4R,3,1.0,0
SPCS2,2,1.0,0
SEC11C,2,1.0,0
ANKH,2,1.0,0
NBPF3,1,0.0,0
SLC30A7,1,0.0,0
REEP3,1,0.0,0
FUCA1,6,0.26666666666666666,0
SLC30A5,2,1.0,0
SLC30A6,2,1.0,0
TBCE,3,1.0,0
TBCE-2,5,0.5,0
RGS11,5,0.8,0
RGS9,6,1.0,0
TNFSF4,26,0.683076923076923,0
TNFSF8,9,0.9444444444444444,0
TIA1,6,0.6666666666666666,0
GPR37L1,2,1.0,0
TPTEP2-CSNK1E,11,0.8363636363636363,0
PER1,12,0.6818181818181818,0
FBXL3,8,1.0,0
PNO1,53,0.8062409288824384,0
RIOK2,54,0.8113207547169812,1
NOB1,53,0.8142235123367199,0
ANKRD6,5,1.0,0
GAPVD1,3,1.0,0
PGC,2,1.0,0
KCNV2,4,0.0,1
CLEC4A,2,1.0,0
IRF5,11,0.5818181818181818,0
NCR3LG1,1,0.0,0
TNFRSF11A,8,0.4642857142857143,0
TNFRSF11B,6,0.4666666666666667,0
LGR4,2,1.0,0
KIR3DL3,14,0.989010989010989,0
KIR2DL3,18,0.7843137254901961,0
KIR2DL1,18,0.7843137254901961,0
KIR3DL1,24,0.4891304347826087,0
KIR3DL2,14,0.989010989010989,0
AP1B1,9,0.5555555555555556,0
AP1S3,9,0.6111111111111112,0
AP1G1,16,0.5,0
ARMC5,2,0.0,0
KCND1,9,0.2777777777777778,1
UHMK1,4,1.0,0
HPCA,2,0.0,0
IRF4,8,0.75,0
AMOTL1,14,0.4725274725274725,0
MARK1,3,0.3333333333333333,1
ACTN4,44,0.25158562367864695,0
SEMA7A,2,1.0,0
NPNT,2,1.0,0
ADCYAP1R1,11,0.7272727272727273,0
ZNRF4,1,0.0,0
PTPRS,25,0.05333333333333334,1
LRFN3,1,0.0,0
OMG,9,0.5555555555555556,0
RTN4RL1,3,1.0,0
RTN4,9,0.5277777777777778,0
LRFN1,1,0.0,0
PPFIBP2,4,0.5,0
PPFIBP1,4,0.5,0
LRRTM4,6,0.3333333333333333,0
LRFN5,1,0.0,0
LRFN4,2,1.0,0
IL1RAPL1,5,0.3,0
SLITRK2,2,1.0,0
LRRC4B,2,1.0,0
PZP,2,1.0,1
A2ML1,2,1.0,0
SKA3,26,0.8861538461538462,0
SPC25,32,0.9516129032258065,0
DEPDC1,42,0.8954703832752613,0
PCGF2,58,0.6007259528130672,0
COMMD3-BMI1,28,0.753968253968254,0
RPL22,82,0.8849744052996086,0
RPLP2,67,0.9638172772501131,0
CWC27,55,0.901010101010101,0
PNMA8B,8,0.5357142857142857,0
CSTF3,8,0.8571428571428571,0
ADAM28,2,1.0,1
CA14,1,0.0,1
GKN1,1,0.0,0
EMC8,1,0.0,0
DMXL1,7,0.8095238095238095,0
DMXL2,4,1.0,0
CA5A,2,1.0,1
CA5B,2,1.0,1
PARD3B,5,1.0,0
LLGL1,9,0.5833333333333334,0
PARD6G,15,0.6,0
MAGI1,11,0.5818181818181818,0
PARD6B,16,0.5333333333333333,0
LLGL2,10,0.5777777777777777,0
PRKCI,39,0.23076923076923078,1
RHOJ,9,0.2222222222222222,0
ELF3,1,0.0,0
OSGIN2,2,1.0,0
KCNC3,10,0.2222222222222222,1
KCNC2,6,0.26666666666666666,1
VGLL2,1,0.0,0
RPL10L,65,0.9875,1
APLP2,10,0.4,1
